username,language
787IYO,"[""en-N"", ""ar-1"", ""ha-N""]"
A Sulaiman Z,"[""ha-N"", ""en-4""]"
Ammarpad,"[""fr-3"", ""en-4"", ""ha-N""]"
Anasskoko,"[""ar-2"", ""ha-5"", ""en-4""]"
Dev ammar,"[""ha-N""]"
Esobune,"[""en-4"", ""ha-5""]"
Gwanki,"[""en-4"", ""ha-N""]"
Maliky,"[""ha-N"", ""en-5""]"
Saifullahi AS,"[""en-3"", ""ar-1"", ""ha-N""]"
Salihu Aliyu,"[""ar-4"", ""en-4"", ""ha-5"", ""ff-3""]"
Yusuf Sa'adu,"[""en-4"", ""ha-N""]"
